Log file open, 06/22/23 01:02:30
[2023.06.22-00.02.31:882][  0]LogD3D12RHI: [Aftermath] Aftermath crash dumping enabled
[2023.06.22-00.02.31:882][  0]LogD3D12RHI: Emitting draw events for PIX profiling.
[2023.06.22-00.02.31:978][  0]LogD3D12RHI: [Aftermath] Aftermath enabled and primed
[2023.06.22-00.02.31:978][  0]LogD3D12RHI: [Aftermath] Aftermath resource tracking enabled
[2023.06.22-00.02.31:978][  0]LogD3D12RHI: ID3D12Device1 is supported.
[2023.06.22-00.02.31:978][  0]LogD3D12RHI: ID3D12Device2 is supported.
[2023.06.22-00.02.31:978][  0]LogD3D12RHI: ID3D12Device3 is supported.
[2023.06.22-00.02.31:978][  0]LogD3D12RHI: ID3D12Device4 is supported.
[2023.06.22-00.02.31:978][  0]LogD3D12RHI: ID3D12Device5 is supported.
[2023.06.22-00.02.31:978][  0]LogD3D12RHI: ID3D12Device6 is supported.
[2023.06.22-00.02.31:978][  0]LogD3D12RHI: ID3D12Device7 is supported.
[2023.06.22-00.02.31:978][  0]LogD3D12RHI: ID3D12Device8 is supported.
[2023.06.22-00.02.31:978][  0]LogD3D12RHI: ID3D12Device9 is supported.
[2023.06.22-00.02.31:978][  0]LogD3D12RHI: ID3D12Device10 is supported.
[2023.06.22-00.02.31:978][  0]LogD3D12RHI: Bindless resources are supported
[2023.06.22-00.02.31:978][  0]LogD3D12RHI: Ray tracing is disabled because D3D12 ray tracing tier 1.1 is required but only tier 1.0 is supported.
[2023.06.22-00.02.31:978][  0]LogD3D12RHI: AtomicInt64OnTypedResource is supported
[2023.06.22-00.02.31:978][  0]LogD3D12RHI: AtomicInt64OnGroupShared is supported
[2023.06.22-00.02.31:978][  0]LogD3D12RHI: AtomicInt64OnDescriptorHeapResource is supported
[2023.06.22-00.02.31:978][  0]LogD3D12RHI: Shader Model 6.6 atomic64 is supported
[2023.06.22-00.02.32:020][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (3D)
[2023.06.22-00.02.32:020][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Copy)
[2023.06.22-00.02.32:020][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Compute)
[2023.06.22-00.02.32:045][  0]LogD3D12RHI: Display: Not using pipeline state disk cache per r.D3D12.PSO.DiskCache=0
[2023.06.22-00.02.32:045][  0]LogD3D12RHI: Display: Not using driver-optimized pipeline state disk cache per r.D3D12.PSO.DriverOptimizedDiskCache=0
[2023.06.22-00.02.32:045][  0]LogRHI: Texture pool is 3323 MB (70% of 4747 MB)
[2023.06.22-00.02.32:045][  0]LogD3D12RHI: Async texture creation enabled
[2023.06.22-00.02.32:045][  0]LogD3D12RHI: RHI has support for 64 bit atomics
[2023.06.22-00.02.32:097][  0]LogTurnkeySupport: Running Turnkey SDK detection: ' -ScriptsForProject="D:/Unreal Engine Projects/SpaceInvaders/SpaceInvaders.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="D:/Unreal Engine Projects/SpaceInvaders/Intermediate/TurnkeyReport_0.log" -log="D:/Unreal Engine Projects/SpaceInvaders/Intermediate/TurnkeyLog_0.log" -project="D:/Unreal Engine Projects/SpaceInvaders/SpaceInvaders.uproject"  -platform=all'
[2023.06.22-00.02.32:097][  0]LogMonitoredProcess: Running Serialized UAT: [ cmd.exe /c ""D:/UE_5.1/Engine/Build/BatchFiles/RunUAT.bat"  -ScriptsForProject="D:/Unreal Engine Projects/SpaceInvaders/SpaceInvaders.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="D:/Unreal Engine Projects/SpaceInvaders/Intermediate/TurnkeyReport_0.log" -log="D:/Unreal Engine Projects/SpaceInvaders/Intermediate/TurnkeyLog_0.log" -project="D:/Unreal Engine Projects/SpaceInvaders/SpaceInvaders.uproject"  -platform=all" ]
[2023.06.22-00.02.32:127][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatASTC
[2023.06.22-00.02.32:127][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatDXT
[2023.06.22-00.02.32:127][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatETC2
[2023.06.22-00.02.32:127][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatIntelISPCTexComp
[2023.06.22-00.02.32:127][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatUncompressed
[2023.06.22-00.02.32:127][  0]LogTextureFormatOodle: Display: Oodle Texture TFO init; latest sdk version = 2.9.8
[2023.06.22-00.02.32:127][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.5.dll
[2023.06.22-00.02.32:128][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.6.dll
[2023.06.22-00.02.32:128][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.7.dll
[2023.06.22-00.02.32:129][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.8.dll
[2023.06.22-00.02.32:129][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatOodle
[2023.06.22-00.02.32:136][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android'
[2023.06.22-00.02.32:136][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTC'
[2023.06.22-00.02.32:136][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXT'
[2023.06.22-00.02.32:136][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2'
[2023.06.22-00.02.32:136][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'AndroidClient'
[2023.06.22-00.02.32:136][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTCClient'
[2023.06.22-00.02.32:136][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXTClient'
[2023.06.22-00.02.32:136][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2Client'
[2023.06.22-00.02.32:136][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_Multi'
[2023.06.22-00.02.32:136][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_MultiClient'
[2023.06.22-00.02.32:164][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLens'
[2023.06.22-00.02.32:164][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLensClient'
[2023.06.22-00.02.32:170][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOS'
[2023.06.22-00.02.32:170][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOSClient'
[2023.06.22-00.02.32:173][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Linux'
[2023.06.22-00.02.32:173][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxEditor'
[2023.06.22-00.02.32:173][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxServer'
[2023.06.22-00.02.32:173][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxClient'
[2023.06.22-00.02.32:176][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64'
[2023.06.22-00.02.32:176][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Server'
[2023.06.22-00.02.32:176][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Client'
[2023.06.22-00.02.32:180][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOS'
[2023.06.22-00.02.32:180][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOSClient'
[2023.06.22-00.02.32:187][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Windows'
[2023.06.22-00.02.32:187][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsEditor'
[2023.06.22-00.02.32:187][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsServer'
[2023.06.22-00.02.32:187][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsClient'
[2023.06.22-00.02.32:187][  0]LogTargetPlatformManager: Display: Building Assets For WindowsEditor
[2023.06.22-00.02.32:188][  0]LogTargetPlatformManager: Unable to find audio format BINKA from hinted modules, loading all potential format modules to find it
[2023.06.22-00.02.32:191][  0]LogTargetPlatformManager: Loaded format module AudioFormatADPCM
[2023.06.22-00.02.32:191][  0]LogTargetPlatformManager:   ADPCM
[2023.06.22-00.02.32:191][  0]LogTargetPlatformManager:   PCM
[2023.06.22-00.02.32:194][  0]LogTargetPlatformManager: Loaded format module AudioFormatBink
[2023.06.22-00.02.32:194][  0]LogTargetPlatformManager:   BINKA
[2023.06.22-00.02.32:200][  0]LogAudioDebug: Display: Lib vorbis DLL was dynamically loaded.
[2023.06.22-00.02.32:200][  0]LogTargetPlatformManager: Loaded format module AudioFormatOgg
[2023.06.22-00.02.32:200][  0]LogTargetPlatformManager:   OGG
[2023.06.22-00.02.32:204][  0]LogTargetPlatformManager: Loaded format module AudioFormatOpus
[2023.06.22-00.02.32:204][  0]LogTargetPlatformManager:   OPUS
[2023.06.22-00.02.32:253][  0]LogTargetPlatformManager: Unable to find shader format SF_METAL from hinted modules, loading all potential format modules to find it
[2023.06.22-00.02.32:259][  0]LogTargetPlatformManager: Loaded format module MetalShaderFormat
[2023.06.22-00.02.32:260][  0]LogTargetPlatformManager:   SF_METAL
[2023.06.22-00.02.32:260][  0]LogTargetPlatformManager:   SF_METAL_MRT
[2023.06.22-00.02.32:260][  0]LogTargetPlatformManager:   SF_METAL_TVOS
[2023.06.22-00.02.32:260][  0]LogTargetPlatformManager:   SF_METAL_MRT_TVOS
[2023.06.22-00.02.32:260][  0]LogTargetPlatformManager:   SF_METAL_SM5
[2023.06.22-00.02.32:260][  0]LogTargetPlatformManager:   SF_METAL_MACES3_1
[2023.06.22-00.02.32:260][  0]LogTargetPlatformManager:   SF_METAL_MRT_MAC
[2023.06.22-00.02.32:260][  0]LogTargetPlatformManager: Loaded format module ShaderFormatD3D
[2023.06.22-00.02.32:260][  0]LogTargetPlatformManager:   PCD3D_SM6
[2023.06.22-00.02.32:260][  0]LogTargetPlatformManager:   PCD3D_SM5
[2023.06.22-00.02.32:260][  0]LogTargetPlatformManager:   PCD3D_ES31
[2023.06.22-00.02.32:260][  0]LogTargetPlatformManager:   D3D_ES3_1_HOLOLENS
[2023.06.22-00.02.32:260][  0]LogTargetPlatformManager: Loaded format module ShaderFormatOpenGL
[2023.06.22-00.02.32:260][  0]LogTargetPlatformManager:   GLSL_150_ES31
[2023.06.22-00.02.32:260][  0]LogTargetPlatformManager:   GLSL_ES3_1_ANDROID
[2023.06.22-00.02.32:265][  0]LogTargetPlatformManager: Loaded format module ShaderFormatVectorVM
[2023.06.22-00.02.32:265][  0]LogTargetPlatformManager:   VVM_1_0
[2023.06.22-00.02.32:265][  0]LogTargetPlatformManager: Loaded format module VulkanShaderFormat
[2023.06.22-00.02.32:265][  0]LogTargetPlatformManager:   SF_VULKAN_SM5
[2023.06.22-00.02.32:265][  0]LogTargetPlatformManager:   SF_VULKAN_ES31_ANDROID
[2023.06.22-00.02.32:265][  0]LogTargetPlatformManager:   SF_VULKAN_ES31
[2023.06.22-00.02.32:265][  0]LogTargetPlatformManager:   SF_VULKAN_SM5_ANDROID
[2023.06.22-00.02.32:266][  0]LogRendererCore: Ray tracing is disabled. Reason: disabled through project setting (r.RayTracing=0).
[2023.06.22-00.02.32:270][  0]LogDerivedDataCache: FDerivedDataBackendGraph: Pak pak cache file ../../../../Unreal Engine Projects/SpaceInvaders/DerivedDataCache/DDC.ddp not found, will not use a pak cache.
[2023.06.22-00.02.32:270][  0]LogDerivedDataCache: Unable to find inner node Pak for hierarchy Hierarchy.
[2023.06.22-00.02.32:270][  0]LogDerivedDataCache: FDerivedDataBackendGraph: CompressedPak pak cache file ../../../../Unreal Engine Projects/SpaceInvaders/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.06.22-00.02.32:270][  0]LogDerivedDataCache: Unable to find inner node CompressedPak for hierarchy Hierarchy.
[2023.06.22-00.02.32:300][  0]LogDerivedDataCache: Display: ../../../Engine/DerivedDataCache/Compressed.ddp: Opened pak cache for reading. (1433 MiB)
[2023.06.22-00.02.32:300][  0]LogDerivedDataCache: FDerivedDataBackendGraph: EnterprisePak pak cache file ../../../Enterprise/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.06.22-00.02.32:300][  0]LogDerivedDataCache: Unable to find inner node EnterprisePak for hierarchy Hierarchy.
[2023.06.22-00.02.32:309][  0]LogDerivedDataCache: Speed tests for C:/Users/El Ledson/AppData/Local/UnrealEngine/Common/DerivedDataCache took 0.01 seconds
[2023.06.22-00.02.32:309][  0]LogDerivedDataCache: Display: Performance to C:/Users/El Ledson/AppData/Local/UnrealEngine/Common/DerivedDataCache: Latency=0.04ms. RandomReadSpeed=1093.11MBs, RandomWriteSpeed=134.50MBs. Assigned SpeedClass 'Local'
[2023.06.22-00.02.32:310][  0]LogDerivedDataCache: Using Local data cache path C:/Users/El Ledson/AppData/Local/UnrealEngine/Common/DerivedDataCache: Writable
[2023.06.22-00.02.32:310][  0]LogDerivedDataCache: Shared data cache path not found in *engine.ini, will not use an Shared cache.
[2023.06.22-00.02.32:310][  0]LogDerivedDataCache: Unable to find inner node Shared for hierarchy Hierarchy.
[2023.06.22-00.02.32:310][  0]LogVirtualization: Display: VirtualizationSystem name found in ini file: None
[2023.06.22-00.02.32:310][  0]LogVirtualization: Display: FNullVirtualizationSystem mounted, virtualization will be disabled
[2023.06.22-00.02.32:311][  0]LogShaderCompilers: Guid format shader working directory is 1 characters bigger than the processId version (../../../../Unreal Engine Projects/SpaceInvaders/Intermediate/Shaders/WorkingDirectory/10288/).
[2023.06.22-00.02.32:311][  0]LogShaderCompilers: Cleaned the shader compiler working directory 'C:/Users/El Ledson/AppData/Local/Temp/UnrealShaderWorkingDir/11FC3C0B40965749918160B6FE9B7D2B/'.
[2023.06.22-00.02.32:311][  0]LogXGEController: Cannot use XGE Controller as Incredibuild is not installed on this machine.
[2023.06.22-00.02.32:311][  0]LogShaderCompilers: Display: Using Local Shader Compiler with 5 workers.
[2023.06.22-00.02.33:190][  0]LogTurnkeySupport: Completed SDK detection: ExitCode = 0
[2023.06.22-00.02.33:600][  0]LogShaderCompilers: Display: Compiling shader autogen file: ../../../../Unreal Engine Projects/SpaceInvaders/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2023.06.22-00.02.33:601][  0]LogShaderCompilers: Display: Failed to delete old shader autogen file: ../../../../Unreal Engine Projects/SpaceInvaders/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2023.06.22-00.02.33:601][  0]LogShaderCompilers: Display: Shader autogen file written: ../../../../Unreal Engine Projects/SpaceInvaders/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2023.06.22-00.02.34:189][  0]LogInit: FStereoShaderAspects: --- StereoAspects begin ---
[2023.06.22-00.02.34:190][  0]LogInit: FStereoShaderAspects: Platform=PCD3D_SM6 (49)
[2023.06.22-00.02.34:190][  0]LogInit: FStereoShaderAspects: bInstancedStereo = 0
[2023.06.22-00.02.34:190][  0]LogInit: FStereoShaderAspects: bMobilePlatform = 0
[2023.06.22-00.02.34:190][  0]LogInit: FStereoShaderAspects: bMobilePostprocessing = 1
[2023.06.22-00.02.34:190][  0]LogInit: FStereoShaderAspects: bMobileMultiView = 0
[2023.06.22-00.02.34:190][  0]LogInit: FStereoShaderAspects: bMultiViewportCapable = 1
[2023.06.22-00.02.34:190][  0]LogInit: FStereoShaderAspects: bInstancedStereoNative = 0
[2023.06.22-00.02.34:190][  0]LogInit: FStereoShaderAspects: ---
[2023.06.22-00.02.34:190][  0]LogInit: FStereoShaderAspects: bMobileMultiViewCoreSupport = 0
[2023.06.22-00.02.34:190][  0]LogInit: FStereoShaderAspects: bMobileMultiViewNative = 0
[2023.06.22-00.02.34:190][  0]LogInit: FStereoShaderAspects: bMobileMultiViewFallback = 0
[2023.06.22-00.02.34:190][  0]LogInit: FStereoShaderAspects: ---
[2023.06.22-00.02.34:190][  0]LogInit: FStereoShaderAspects: bInstancedMultiViewportEnabled = 0
[2023.06.22-00.02.34:190][  0]LogInit: FStereoShaderAspects: bInstancedStereoEnabled = 0
[2023.06.22-00.02.34:190][  0]LogInit: FStereoShaderAspects: bMobileMultiViewEnabled = 0
[2023.06.22-00.02.34:190][  0]LogInit: FStereoShaderAspects: --- StereoAspects end ---
[2023.06.22-00.02.34:625][  0]LogSlate: Using FreeType 2.10.0
[2023.06.22-00.02.34:626][  0]LogSlate: SlateFontServices - WITH_FREETYPE: 1, WITH_HARFBUZZ: 1
[2023.06.22-00.02.34:670][  0]LogAssetRegistry: FAssetRegistry took 0.0144 seconds to start up
[2023.06.22-00.02.34:676][  0]LogEditorDomain: Display: EditorDomain is Disabled
[2023.06.22-00.02.34:949][  0]LogTexture: Display: Texture Encode Speed: FinalIfAvailable (editor).
[2023.06.22-00.02.35:449][  0]LogInit: Selected Device Profile: [WindowsEditor]
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: Available device profiles:
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D92000][0000092E097ED800 52] GlobalDefaults, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D93400][0000092E0A430000 52] Windows, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D93600][0000092E0A432800 52] WindowsEditor, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D92A00][0000092DF9ED0000 52] WindowsServer, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D91800][0000092E0C45C800 52] WindowsClient, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D93E00][0000092E09692800 52] IOS, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D92600][0000092E0A435000 52] iPadAir2, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D94000][0000092E12810000 52] IPadPro, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D94200][0000092E12812800 52] iPadAir3, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D93C00][0000092E12817800 52] iPadAir4, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D92800][0000092E1281A000 52] iPadAir5, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D92C00][0000092E1281C800 52] iPadMini4, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D92E00][0000092E09697800 52] iPadMini5, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D91A00][0000092E12815000 52] iPadMini6, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D93A00][0000092E11FA5000 52] iPhone6S, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D95E00][0000092E11FA2800 52] iPhone7, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D95C00][0000092E11FA0000 52] iPodTouch7, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D91200][0000092E11FAA000 52] iPhone6SPlus, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D93800][0000092E11FAC800 52] iPhone7Plus, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D94600][0000092E0CEAC800 52] iPhoneSE, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D91400][0000092E12820000 52] iPhone8, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D91E00][0000092E12825000 52] iPhone8Plus, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D94400][0000092E12827800 52] iPhoneX, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D95200][0000092E1282A000 52] iPhoneXS, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D91600][0000092E1282C800 52] iPhoneXSMax, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D94A00][0000092E11FA7800 52] iPhoneXR, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D93000][0000092E12830000 52] iPhone11, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D95A00][0000092E12835000 52] iPhone11Pro, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D92400][0000092E12837800 52] iPhone11ProMax, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D95400][0000092E1283A000 52] iPhoneSE2, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D95600][0000092E1283C800 52] iPhone12Mini, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D96000][0000092E12822800 52] iPhone12, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D94E00][0000092E12840000 52] iPhone12Pro, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D95000][0000092E12845000 52] iPhone12ProMax, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D91000][0000092E12847800 52] iPhone13Mini, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D96800][0000092E1284A000 52] iPhone13, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D93200][0000092E1284C800 52] iPhone13Pro, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D96A00][0000092E12832800 52] iPhone13ProMax, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D96E00][0000092E12850000 52] iPhoneSE3, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D97000][0000092E12855000 52] iPhone14, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D96200][0000092E12857800 52] iPhone14Plus, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D96400][0000092E1285A000 52] iPhone14Pro, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D91C00][0000092E1285C800 52] iPhone14ProMax, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D97800][0000092E12842800 52] iPadPro105, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D94800][0000092E12870000 52] iPadPro129, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D97A00][0000092E12875000 52] iPadPro97, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D97E00][0000092E12877800 52] iPadPro2_129, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D98000][0000092E1287A000 52] iPad5, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D97200][0000092E1287C800 52] iPad6, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D97400][0000092E12852800 52] iPad7, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D94C00][0000092E12880000 52] iPad8, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D98800][0000092E12885000 52] iPad9, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D95800][0000092E12887800 52] iPad10, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D98A00][0000092E1288A000 52] iPadPro11, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D98E00][0000092E1288C800 52] iPadPro2_11, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D99000][0000092E12872800 52] iPadPro3_11, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D98200][0000092E12890000 52] iPadPro4_11, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D98400][0000092E12895000 52] iPadPro3_129, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D96600][0000092E12897800 52] iPadPro4_129, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D99800][0000092E1289A000 52] iPadPro5_129, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D96C00][0000092E1289C800 52] iPadPro6_129, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D99A00][0000092E12882800 52] AppleTV, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D99E00][0000092E128A0000 52] AppleTV4K, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D9A000][0000092E128A5000 52] AppleTV2_4K, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D99200][0000092E128A7800 52] TVOS, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D9B400][0000092E128AC800 52] Mac, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D9B600][0000092E128AA000 52] MacEditor, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D97600][0000092E12892800 52] MacClient, 
[2023.06.22-00.02.35:449][  0]LogDeviceProfileManager: 	[0000092E11D9A600][0000092E128B0000 52] MacServer, 
[2023.06.22-00.02.35:450][  0]LogDeviceProfileManager: 	[0000092E11D99400][0000092E128B7800 52] Linux, 
[2023.06.22-00.02.35:450][  0]LogDeviceProfileManager: 	[0000092E11D9BE00][0000092E128B5000 52] LinuxEditor, 
[2023.06.22-00.02.35:450][  0]LogDeviceProfileManager: 	[0000092E11D9A800][0000092E128BA000 52] LinuxArm64Editor, 
[2023.06.22-00.02.35:450][  0]LogDeviceProfileManager: 	[0000092E11D98C00][0000092E128BC800 52] LinuxArm64, 
[2023.06.22-00.02.35:450][  0]LogDeviceProfileManager: 	[0000092E11D9AA00][0000092E128A2800 52] LinuxClient, 
[2023.06.22-00.02.35:450][  0]LogDeviceProfileManager: 	[0000092E11D9AC00][0000092E128C0000 52] LinuxArm64Client, 
[2023.06.22-00.02.35:450][  0]LogDeviceProfileManager: 	[0000092E11D9B200][0000092E128C5000 52] LinuxServer, 
[2023.06.22-00.02.35:450][  0]LogDeviceProfileManager: 	[0000092E11D9AE00][0000092E128C7800 52] LinuxArm64Server, 
[2023.06.22-00.02.35:450][  0]LogDeviceProfileManager: 	[0000092E11D99C00][0000092E128CA000 52] Android, 
[2023.06.22-00.02.35:450][  0]LogDeviceProfileManager: 	[0000092E11D9B000][0000092E128CC800 52] Android_Preview_OpenGL, 
[2023.06.22-00.02.35:450][  0]LogDeviceProfileManager: 	[0000092E11D9C000][0000092E128B2800 52] Android_Preview_Vulkan, 
[2023.06.22-00.02.35:450][  0]LogDeviceProfileManager: 	[0000092E11D98600][0000092E128D0000 52] Android_Low, 
